Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20251469055,W25-012668,02/14/2025,02-February,6-Friday,13:17,1300 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,77,HAMMOND AVE,Non-collision events:  Overturn/rollover,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,Weather conditions,Daylight,Ice/frost,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,8000,1,1,Northbound (NB),POINT (-92.337221301062 42.434357243142)
20251468986,25-000677,02/14/2025,02-February,6-Friday,09:45,0900 Hours,District 1 (Central),ANKENY,POLK,77,EAST 1ST ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,Southbound (SB),POINT (-93.582543934251 41.731872710364)
20251468987,25-001714,02/14/2025,02-February,6-Friday,18:30,1800 Hours,District 4 (Southwest),ADEL,DALLAS,US 6,2400-BLK US HWY 6,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Swerving/Evasive Action,None Indicated,Animal in roadway,Dark - roadway not lighted,Wet,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,3,Westbound (WB),POINT (-93.990345131297 41.612683735057)
20251469056,W25-012676,02/14/2025,02-February,6-Friday,14:03,1400 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,77,HAMMOND AVE AND EAST MITCHELL AVE,Collision with fixed object:  Utility pole/light support,Outside trafficway,Non-collision (single vehicle),Unknown,None Indicated,None apparent,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5100,1,1,Northbound (NB),POINT (-92.337505401355 42.476623552542)
20251468946,20250003935,02/14/2025,02-February,6-Friday,17:13,1700 Hours,District 1 (Central),DES MOINES,POLK,77,BEAVER AVE MEASURING 380 FEET NORTH FROM HICKMAN RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),"Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,Weather conditions,Dark - roadway lighted,Wet,Clear,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,3,0,0,3,0,7000,3,4,Southbound (SB),POINT (-93.673068706043 41.615970037826)
20251469506,0,02/14/2025,02-February,6-Friday,14:17,1400 Hours,District 1 (Central),,WEBSTER,US 169,US 169 N,Collision with:  Vehicle in traffic,On Roadway,Rear to side,Ran off road - right,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,6,Northbound (NB),POINT (-94.184030701958 42.370097907889)
20251469257,25SC04055,02/14/2025,02-February,6-Friday,08:44,0800 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,SIOUX RIVER RD AND MILITARY RD,Collision with fixed object:  Other post/pole/support (explain in narrative),On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Daylight,Wet,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Railroad grade crossing,Paved,,Property Damage Only,0,0,0,0,0,0,4500,1,1,Southbound (SB),POINT (-96.47450344921 42.520195395553)
20251468898,2025-001051,02/14/2025,02-February,6-Friday,15:52,1500 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,FINLEY ST AND MINERAL ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Lost Control,None Indicated,Weather conditions,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1900,2,3,Northbound (NB),POINT (-90.696507846495 42.497539360861)
20251469509,2.50011e+007,02/14/2025,02-February,6-Friday,13:27,1300 Hours,District 1 (Central),,HAMILTON,I-35,"RAMP 270TH ST, E TO E TO STATE OF IOWA, I 35 S",Collision with fixed object:  Traffic sign support,Gore,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Daylight,Snow,Blowing snow,"Surface condition (e.g., wet, icy)",Interchange-related:  On-ramp merge area,Paved,,Property Damage Only,0,0,0,0,0,0,2000,1,1,Eastbound (EB),POINT (-93.571065769099 42.396026095705)
20251469222,20250537,02/14/2025,02-February,6-Friday,17:10,1700 Hours,District 1 (Central),,GRUNDY,US 20,US 20 MM 183.85 WB,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Dusk,Dry,Severe winds,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,10000,1,1,Westbound (WB),POINT (-92.99953779905 42.462435631776)
20251469422,0,02/14/2025,02-February,6-Friday,17:45,1700 Hours,District 1 (Central),,STORY,US 30,US 30 E,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper or erratic lane changing,None Indicated,None apparent,Dark - roadway not lighted,Wet,Clear,None apparent,"Interchange-related:  Off-ramp, diverge area",Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,3,Southbound (SB),POINT (-93.676420649151 42.007624110546)
20251468797,25-001930,02/14/2025,02-February,6-Friday,07:50,0700 Hours,District 4 (Southwest),GLENWOOD,MILLS,77,SHARP ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  Making left turn,None Indicated,Visual obstruction,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,10000,2,3,Southbound (SB),POINT (-95.737800736904 41.046656636848)
20251469651,25-02179,02/14/2025,02-February,6-Friday,07:43,0700 Hours,District 3 (Northwest),SIOUX CENTER,SIOUX,77,11TH AVE NE/15TH ST CIRCLE NE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  At uncontrolled intersection,None Indicated,None apparent,Daylight,Snow,Clear,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Unpaved,,Minor Injury,0,3,0,3,0,0,21000,2,5,,POINT (-96.160257211191 43.094764748797)
20251468961,OCFS2504055,02/14/2025,02-February,6-Friday,15:18,1500 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,77,WEST FINLEY AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,None apparent,Daylight,Slush,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,2,Southbound (SB),POINT (-92.427460431051 41.002153846598)
20251468773,25SC04053,02/14/2025,02-February,6-Friday,08:35,0800 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,8TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Getting off/out of vehicle,None Indicated,None apparent,Daylight,Slush,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,1500,2,5,Southbound (SB),POINT (-96.406011255744 42.498518168352)
20251469433,2.50005e+007,02/14/2025,02-February,6-Friday,11:50,1100 Hours,District 1 (Central),AMES,STORY,US 69,US 69 N,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Unknown,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,3,Northbound (NB),POINT (-93.610315689026 42.020207557796)
20251469515,2.50019e+007,02/14/2025,02-February,6-Friday,15:10,1500 Hours,District 2 (Northeast),,HANCOCK,US 18,US 18 E,Collision with fixed object:  Bridge/bridge rail parapet,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,None apparent,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,7500,1,1,Southbound (SB),POINT (-93.781383336428 43.102917673395)
20251469260,2025-0061,02/14/2025,02-February,6-Friday,14:49,1400 Hours,District 1 (Central),CARLISLE,WARREN,77,NORTH 8TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Slush,Cloudy,"Surface condition (e.g., wet, icy)",Intersection:  Other intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,2,Northbound (NB),POINT (-93.494260874115 41.500701451898)
20251469570,2.50023e+007,02/14/2025,02-February,6-Friday,15:57,1500 Hours,District 2 (Northeast),,BREMER,US 218,250TH ST AND US 218 N,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),FTYROW:  From yield sign,None Indicated,None apparent,Daylight,Snow,Snow,None apparent,Non-intersection:  Crossover-related,Paved,,Property Damage Only,0,0,0,0,0,0,11000,2,3,Northbound (NB),POINT (-92.475086248077 42.680379256801)
20251468843,25-00705,02/14/2025,02-February,6-Friday,10:28,1000 Hours,District 1 (Central),WEST DES MOINES,POLK,77,SE SOTERIA AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Driver Distraction:  Other interior distraction,None Indicated,None apparent,Daylight,Ice/frost,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,4,Northbound (NB),POINT (-93.712286850762 41.519265935058)
20251469118,202500001860,02/14/2025,02-February,6-Friday,17:09,1700 Hours,District 6 (East Central),MARION,LINN,77,HWY 100/E POST RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,None apparent,Dusk,Wet,Snow,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,2,Northbound (NB),POINT (-91.599112239347 42.015091235649)
20251469673,2025004079,02/14/2025,02-February,6-Friday,07:39,0700 Hours,District 3 (Northwest),,SIOUX,77,IRONWOOD AVE,Non-collision events:  Overturn/rollover,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Daylight,Snow,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Possible/Unknown,0,4,0,0,4,0,20000,1,7,Northbound (NB),POINT (-96.077914702843 43.124914876891)
20251469401,0,02/14/2025,02-February,6-Friday,07:31,0700 Hours,District 6 (East Central),,DUBUQUE,77,GUN CLUB RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Made improper turn,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,2,Northbound (NB),POINT (-90.927756590238 42.464448595441)
20251468863,25WC01004,02/14/2025,02-February,6-Friday,10:58,1000 Hours,District 3 (Northwest),,WOODBURY,77,110TH ST,Collision with:  Other non-fixed object (explain in narrative),Shoulder,Rear-end (front to rear),Ran off road - right,None Indicated,Weather conditions,Daylight,Snow,Blowing snow,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,3,Southbound (SB),POINT (-96.170336920432 42.547410855927)
20251468889,FD25-0417,02/14/2025,02-February,6-Friday,12:40,1200 Hours,District 1 (Central),FORT DODGE,WEBSTER,77,NORTH 27TH ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Other (explain in narrative):  No improper action,None Indicated,None apparent,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,3,Northbound (NB),POINT (-94.160759916388 42.508376904822)
20251468945,20250003923,02/14/2025,02-February,6-Friday,14:59,1400 Hours,District 1 (Central),DES MOINES,POLK,77,1ST ST AND US 6 E,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),FTYROW:  Making left turn,None Indicated,None apparent,Daylight,Wet,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,4,Northbound (NB),POINT (-93.618712202461 41.627678554939)
20251468921,2025-3411,02/14/2025,02-February,6-Friday,17:00,1700 Hours,District 6 (East Central),BETTENDORF,SCOTT,77,MIDDLE RD,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Lost Control,None Indicated,None apparent,Daylight,Snow,Snow,"Surface condition (e.g., wet, icy)",Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,3,Southbound (SB),POINT (-90.501057274049 41.546029928466)
20251468983,25-000668,02/14/2025,02-February,6-Friday,06:01,0600 Hours,District 1 (Central),ANKENY,POLK,IA-160,2500 BLK SW ORALABOR RD,Collision with fixed object:  Other fixed object (explain in narrative),On Roadway,Non-collision (single vehicle),Other (explain in narrative):  No improper action,None Indicated,None apparent,Dark - roadway lighted,Snow,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,1,2,Westbound (WB),POINT (-93.584891052426 41.702966145577)
20251469644,2025-10266,02/14/2025,02-February,6-Friday,07:10,0700 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,NORTH DIVISION ST,Collision with fixed object:  Fire hydrant,Shoulder,Non-collision (single vehicle),FTYROW:  From stop sign,None Indicated,None apparent,Dawn,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,11000,2,5,Northbound (NB),POINT (-90.600996359475 41.541746996248)
20251468991,20250003874,02/14/2025,02-February,6-Friday,07:00,0700 Hours,District 1 (Central),DES MOINES,POLK,77,VALDEZ DR MEASURING 91 FEET WEST FROM 46TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear to rear,Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,0,1,4000,2,2,Southbound (SB),POINT (-93.68096615593 41.637612814358)
20251469119,25-000669,02/14/2025,02-February,6-Friday,07:45,0700 Hours,District 1 (Central),ANKENY,POLK,77,1500 BLK OF NE TRILEIN DR,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Traveling wrong way or on wrong side of road,None Indicated,None apparent,Daylight,Ice/frost,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,3000,2,8,Northbound (NB),POINT (-93.589682211604 41.744563225092)
20251469483,0,02/14/2025,02-February,6-Friday,18:22,1800 Hours,District 2 (Northeast),CLERMONT,FAYETTE,US 18,US 18 E,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Dark - roadway not lighted,Snow,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,15000,1,1,Southbound (SB),POINT (-91.650775019683 43.005511273662)
20251469003,2025-10833,02/14/2025,02-February,6-Friday,20:08,2000 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,NORTH LINCOLN AVE AND WAVERLY RD MEASURING 865 FEET EAST FROM WAVERLY RD,Collision with fixed object:  Fire hydrant,Shoulder,Broadside (front to side),Ran off road - right,None Indicated,Weather conditions,Dark - roadway lighted,Snow,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,2,Northbound (NB),POINT (-90.616071182294 41.526245352661)
20251469437,2.50005e+007,02/14/2025,02-February,6-Friday,16:22,1600 Hours,District 1 (Central),AMES,STORY,US 69,US 69 N,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,Weather conditions,Daylight,Snow,Cloudy,"Surface condition (e.g., wet, icy)","Non-intersection:  Driveway access (related, not in)",Paved,,Property Damage Only,0,0,0,0,0,0,12000,2,3,Northbound (NB),POINT (-93.610357131005 42.018225889089)
20251468847,C25000619,02/14/2025,02-February,6-Friday,07:59,0700 Hours,District 6 (East Central),CORALVILLE,JOHNSON,77,1ST AVE/I-80,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Intersection with ramp,Paved,,Property Damage Only,0,0,0,0,0,0,2800,2,3,Northbound (NB),POINT (-91.564577926689 41.685644831658)
20251469146,25-00710,02/14/2025,02-February,6-Friday,16:30,1600 Hours,District 1 (Central),WEST DES MOINES,DALLAS,77,SOUTH 64TH ST,Collision with:  Vehicle in traffic,On Roadway,Other (explain in narrative),Other (explain in narrative):  Other,None Indicated,None apparent,Daylight,Wet,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,2,Northbound (NB),POINT (-93.797656089628 41.560355182556)
20251468919,016-25,02/14/2025,02-February,6-Friday,16:00,1600 Hours,District 5 (Southeast),,MADISON,77,SAINT CHARLES RD,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,Weather conditions,Daylight,Ice/frost,Cloudy,"Surface condition (e.g., wet, icy)",Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,10000,1,2,Southbound (SB),POINT (-93.880762452531 41.293759065716)
20251468893,25025342,02/14/2025,02-February,6-Friday,15:45,1500 Hours,District 6 (East Central),,JOHNSON,77,HIGHWAY 965 NE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driving too fast for conditions,None Indicated,None apparent,Daylight,Other (explain in narrative),Blowing snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,2,Northbound (NB),POINT (-91.638108072593 41.789397338228)
20251468937,25-001554,02/14/2025,02-February,6-Friday,17:47,1700 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,77,27TH & BROADWAY,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Made improper turn,None Indicated,None apparent,Dusk,Wet,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,6000,2,4,Northbound (NB),POINT (-95.886793739673 41.261820767253)
