Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
2014817863,2014009811,09/19/2014,09-September,6-Friday,13:04,1300 Hours,District 1 (Central),MARSHALLTOWN,MARSHALL,IA 14,IA 14/3RD AVE/N 3RD AVE & E MAIN ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,2,,POINT (-92.908028442356 42.049164341032)
2014818103,201400046320,09/19/2014,09-September,6-Friday,20:14,2000 Hours,District 5 (Southeast),OTTUMWA,WAPELLO,,W WOODLAND AVE & E WOODLAND AVE & N COURT ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,2,,POINT (-92.408941029886 41.029391093556)
2014820739,I14190623,09/19/2014,09-September,6-Friday,06:20,0600 Hours,District 2 (Northeast),,FRANKLIN,,Co Rd C23/210TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Swerving/Evasive Action,None Indicated,,Dawn,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,9000,2,2,,POINT (-93.080889714518 42.833142516361)
2014818493,W14-095145,09/19/2014,09-September,6-Friday,21:00,2100 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,I-380,I-380 & US 218/WASHINGTON ST & E MITCHELL AVE,Collision with:  Vehicle in traffic,Shoulder,Rear-end (front to rear),Unknown,None Indicated,,Dark - roadway lighted,Unknown,Unknown,Unknown,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,11500,2,5,,POINT (-92.322128044791 42.476596678027)
2014817975,14013416,09/19/2014,09-September,6-Friday,19:55,1900 Hours,District 5 (Southeast),CENTERVILLE,APPANOOSE,IA 2,IA 2/IOWA 2,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,7500,1,1,,POINT (-92.923203834198 40.739882131106)
2014817602,14-33409,09/19/2014,09-September,6-Friday,12:03,1200 Hours,District 5 (Southeast),,DES MOINES,,AUGUSTA RD,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Daylight,"Mud, dirt",Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Minor Injury,0,1,0,1,0,0,3000,1,4,,POINT (-91.165743222149 40.789701828672)
2014822353,2014054281,09/19/2014,09-September,6-Friday,13:40,1300 Hours,District 1 (Central),DES MOINES,POLK,US 69,US 69/E 14TH ST & DEAN AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-93.596989278625 41.590575574914)
2014817621,C201413924,09/19/2014,09-September,6-Friday,20:28,2000 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,IA 100,IA 100/PROPOSED IA100 & EDGEWOOD RD NE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,4,,POINT (-91.701838186268 42.028890095255)
2014818510,14002064,09/19/2014,09-September,6-Friday,16:55,1600 Hours,District 6 (East Central),IOWA CITY,JOHNSON,,UNIVERSITY OF IOWA,Collision with:  Vehicle in traffic,Outside trafficway,Rear-end (front to rear),Improper Backing,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,700,2,3,,POINT (-91.548732018596 41.658272144222)
2014817913,2014054312,09/19/2014,09-September,6-Friday,16:15,1600 Hours,District 2 (Northeast),,FRANKLIN,I-35,I-35,Collision with fixed object:  Ditch,Shoulder,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,,POINT (-93.352200091342 42.813357964507)
2014909179,086-14,09/19/2014,09-September,6-Friday,17:12,1700 Hours,District 4 (Southwest),,MADISON,,Co Rd P53/MADISON AVE/PITZER RD,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,3000,1,1,,POINT (-94.185791190675 41.502162709271)
2014817692,20140027788,09/19/2014,09-September,6-Friday,17:07,1700 Hours,District 1 (Central),DES MOINES,POLK,,HICKMAN RD & 45TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Wet,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,14000,2,5,,POINT (-93.679130751177 41.614889552625)
2014817990,14005546,09/19/2014,09-September,6-Friday,13:30,1300 Hours,District 3 (Northwest),SHELDON,OBRIEN,US 18,US 18/PARK ST & PLEASANT DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Disregarded RR Signal,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Railroad grade crossing,Paved,,Property Damage Only,0,0,0,0,0,0,2700,2,2,,POINT (-95.857989776731 43.185837464277)
2014817841,S14-003729,09/19/2014,09-September,6-Friday,17:51,1700 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,,Co Rd G66/PIONEER TRL & Co Rd L35/WABASH AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,3,,POINT (-95.7910426953 41.210207953542)
2014817736,2014-20388,09/19/2014,09-September,6-Friday,13:48,1300 Hours,District 5 (Southeast),INDIANOLA,WARREN,US 65,US 65,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,Work Zone (roadway-related),Non-intersection:  Non-junction/no special feature,Paved,Yes,Property Damage Only,0,0,0,0,0,0,5500,2,5,,POINT (-93.55869637619 41.386173516745)
2014828346,14090455,09/19/2014,09-September,6-Friday,21:39,2100 Hours,District 5 (Southeast),,WAPELLO,,42ND ST,Collision with fixed object:  Tree,Roadside,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,1500,1,1,,POINT (-92.597305930457 40.949624590518)
2014818286,14016430,09/19/2014,09-September,6-Friday,15:58,1500 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,,1ST ST SW & CRESCENT DR & OAK DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Cloudy,None apparent,Intersection:  Other intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,1900,2,3,,POINT (-93.212941972463 43.150961136973)
2014818415,14094370,09/19/2014,09-September,6-Friday,18:34,1800 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,IA 27,IA 27 & GREENHILL RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Manual operation of an electronic communication device,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,2,,POINT (-92.452778978593 42.498737897842)
2014817601,14-33371,09/19/2014,09-September,6-Friday,03:11,0300 Hours,District 5 (Southeast),,DES MOINES,US 61,US 61 & 44TH ST,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,1500,1,1,,POINT (-91.156864242418 40.740899564911)
2014818162,14-14493,09/19/2014,09-September,6-Friday,23:04,2300 Hours,District 3 (Northwest),DICKENS,CLAY,,300TH AVE,Non-collision events:  Overturn/rollover,Shoulder,Non-collision (single vehicle),Other (explain in narrative):  Vision obstructed,None Indicated,,Dark - roadway not lighted,Wet,Rain,"Shoulders (none, low, soft, high)",Non-intersection:  Driveway access (within),Unpaved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,,POINT (-94.99244622779 43.070677472969)
2014817914,2014054320,09/19/2014,09-September,6-Friday,16:44,1600 Hours,District 6 (East Central),,IOWA,I-80,I-80,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,7500,2,5,,POINT (-92.179757504694 41.696159093873)
2014819120,2014-012849,09/19/2014,09-September,6-Friday,23:34,2300 Hours,District 6 (East Central),,DUBUQUE,,Co Rd D10/JOHN DEERE RD W & Co Rd Y35/JOHN DEERE RD S & HERBER RD,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,13000,2,2,,POINT (-90.693633274237 42.565416660776)
2014817931,2014054215,09/19/2014,09-September,6-Friday,08:49,0800 Hours,District 2 (Northeast),,WINNESHIEK,IA 9,IA 9/IOWA 9 & CENTENNIAL RD,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Traveling wrong way or on wrong side of road,Alcohol (Statutory),,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Minor Injury,0,1,0,1,0,0,15000,2,3,,POINT (-91.712530046193 43.254474179197)
2014817651,14-6175,09/19/2014,09-September,6-Friday,21:53,2100 Hours,District 1 (Central),,POLK,,NW 44TH ST,Collision with fixed object:  Utility pole/light support,Shoulder,Non-collision (single vehicle),Over correcting/over steering,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6500,1,1,,POINT (-93.678225320764 41.822480079366)
2014817600,1409198111,09/19/2014,09-September,6-Friday,14:30,1400 Hours,District 6 (East Central),,CLINTON,,350 AVE & 160 ST,Non-collision events:  Overturn/rollover,Shoulder,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Unpaved,,Possible/Unknown,0,2,0,0,2,0,2000,1,3,,POINT (-90.412518373855 41.942433573918)
2014817458,14142313,09/19/2014,09-September,6-Friday,01:00,0100 Hours,District 6 (East Central),,JOHNSON,,LOWER WEST BRANCH RD & OASIS RD,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Possible/Unknown,0,1,0,0,1,0,4000,1,2,,POINT (-91.385735973154 41.663321518477)
2014817930,2014054193,09/19/2014,09-September,6-Friday,07:36,0700 Hours,District 3 (Northwest),SPENCER,CLAY,US 18,US 18/HIGHWAY BLVD & US 71 & Co Rd B19/320TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,2,0,1,1,0,10000,2,2,,POINT (-95.150189737034 43.184077819357)
2014817492,20140027731,09/19/2014,09-September,6-Friday,07:40,0700 Hours,District 1 (Central),DES MOINES,POLK,,CLARK ST & OHIO ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,6500,2,2,,POINT (-93.617276803243 41.605564570401)
2014817974,14013409,09/19/2014,09-September,6-Friday,17:28,1700 Hours,District 5 (Southeast),MORAVIA,APPANOOSE,,Co Rd J18/HWY J18 & 160TH AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Crossed centerline (undivided),None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,9000,2,3,,POINT (-92.983368744896 40.891745214655)
2014817976,14013417,09/19/2014,09-September,6-Friday,19:55,1900 Hours,District 5 (Southeast),CENTERVILLE,APPANOOSE,IA 2,IA 2/IOWA 2,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,,POINT (-92.923203834198 40.739882131106)
2014818054,14005884,09/19/2014,09-September,6-Friday,23:42,2300 Hours,District 2 (Northeast),,CERRO GORDO,,HEATHER AVE,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Unpaved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,,POINT (-93.359558025489 43.048361465442)
2014850919,14007598,09/19/2014,09-September,6-Friday,16:05,1600 Hours,District 5 (Southeast),,LOUISA,IA 92,IA 92/IOWA 92,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Possible/Unknown,0,1,0,0,1,0,6300,2,2,,POINT (-91.222674078303 41.276750117415)
2014817491,20140027729,09/19/2014,09-September,6-Friday,07:25,0700 Hours,District 1 (Central),DES MOINES,POLK,,MLK JR PKWY,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-93.644296182227 41.595265172801)
2014817867,14-4672,09/19/2014,09-September,6-Friday,23:05,2300 Hours,District 1 (Central),WEST DES MOINES,POLK,,E P TRUE PKWY & 19TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,Refused,,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,3,,POINT (-93.733010526944 41.571450071239)
2014818698,S14-005542,09/19/2014,09-September,6-Friday,04:42,0400 Hours,District 3 (Northwest),,OBRIEN,US 59,US 59/SILVER AVE,Collision with fixed object:  Mailbox,Shoulder,Non-collision (single vehicle),Crossed centerline (undivided),None Indicated,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4050,1,2,,POINT (-95.624278939351 43.065345537963)
2014821805,,09/19/2014,09-September,6-Friday,09:22,0900 Hours,District 5 (Southeast),WAPELLO,LOUISA,,FRANKLIN ST & S 2ND ST & N 2ND ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,8000,2,2,,POINT (-91.184348327376 41.179719946416)
2014818019,14-10945,09/19/2014,09-September,6-Friday,09:30,0900 Hours,District 3 (Northwest),,SIOUX,US 75,US 75,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,3675,1,1,,POINT (-96.177324432429 43.220472702555)
2014817956,919055914,09/19/2014,09-September,6-Friday,05:00,0500 Hours,District 4 (Southwest),,RINGGOLD,,Co Rd J43/255TH ST,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Non-collision (single vehicle),Driving too fast for conditions,Alcohol (Statutory),,Dark - roadway not lighted,"Mud, dirt",Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,10000,1,1,,POINT (-94.348037293076 40.671859591431)
2014817760,14-31139,09/19/2014,09-September,6-Friday,23:00,2300 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,CLARK ST,Collision with:  Parked motor vehicle,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,,Dark - unknown roadway lighting,Unknown,Unknown,Unknown,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1900,2,1,,POINT (-96.391102503506 42.513313745903)
2014819132,2014-037927,09/19/2014,09-September,6-Friday,14:57,1400 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,,KAUFMANN AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,5500,2,5,,POINT (-90.67182949055 42.513258807153)
2014818696,14-005559,09/19/2014,09-September,6-Friday,19:30,1900 Hours,District 3 (Northwest),,OBRIEN,,Co Rd M20/YEW AVE,Collision with fixed object:  Ditch,Roadside,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Minor Injury,0,4,0,4,0,0,3000,1,5,,POINT (-95.407859933718 43.240540553271)
2014817710,14-2077,09/19/2014,09-September,6-Friday,08:18,0800 Hours,District 1 (Central),URBANDALE,POLK,,TOWNSEND AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Improper Backing,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,1,,POINT (-93.724321006532 41.640698457846)
2014817619,201413917,09/19/2014,09-September,6-Friday,17:40,1700 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,WILSON AVE SW,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Other (explain in narrative),None Indicated,,Dusk,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,2,,POINT (-91.677024914236 41.956087012634)
2014818445,2014-66222,09/19/2014,09-September,6-Friday,09:39,0900 Hours,District 6 (East Central),DAVENPORT,SCOTT,US 6,US 6/E KIMBERLY RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,2,,POINT (-90.5553991772 41.556898552507)
2014817755,14-31057,09/19/2014,09-September,6-Friday,22:56,2200 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,REBECCA ST,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Driver Distraction:  Passenger,None Indicated,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8500,2,2,,POINT (-96.425663716305 42.514337678686)
2014817754,14-31040,09/19/2014,09-September,6-Friday,21:04,2100 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,32ND ST & JACKSON ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Exceeded authorized speed,Alcohol (Statutory),,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,13000,2,777,,POINT (-96.402355331839 42.524865718652)
